company,category,item,fiscal_year,amount
동원F&B,사용권자산,사용권자산,2024,45026409419
동원F&B,사용권자산,사용권자산,2025,36939503022
동원F&B,순운전자본+,당기손익-공정가치측정금융자산,2024,9725465396
동원F&B,순운전자본+,당기손익-공정가치측정금융자산,2025,21352480107
동원F&B,순운전자본+,매출채권및기타채권,2024,379941000000
동원F&B,순운전자본+,매출채권및기타채권,2025,421637000000
동원F&B,순운전자본+,현금및현금성자산,2024,51248701636
동원F&B,순운전자본+,현금및현금성자산,2025,75519498238
동원F&B,순운전자본-,단기차입금,2024,273808000000
동원F&B,순운전자본-,단기차입금,2025,293753000000
동원F&B,순운전자본-,매입채무및기타채무,2024,425634000000
동원F&B,순운전자본-,매입채무및기타채무,2025,454746000000
동원F&B,순운전자본-,유동성사채,2024,97267563890
동원F&B,순운전자본-,유동성사채,2025,101764000000
동원F&B,순운전자본-,유동성장기차입금,2024,39333333332
동원F&B,순운전자본-,유동성장기차입금,2025,31500000000
동원F&B,영업활동현금흐름,영업활동으로인한현금흐름,2024,72044449977
동원F&B,영업활동현금흐름,영업활동으로인한현금흐름,2025,146634000000
동원F&B,이익잉여금,이익잉여금,2024,345016000000
동원F&B,이익잉여금,이익잉여금,2025,399870000000
동원F&B,자본총계,자본,2024,1082920000000
동원F&B,자본총계,자본,2025,1218990000000
동원F&B,자산총계,자산,2024,2145670000000
동원F&B,자산총계,자산,2025,2411000000000
동원F&B,재고자산,유동재고자산,2024,549502000000
동원F&B,재고자산,유동재고자산,2025,619979000000
동원F&B,재무활동현금흐름,재무활동으로인한현금흐름,2024,-172211000000
동원F&B,재무활동현금흐름,재무활동으로인한현금흐름,2025,44266766993
동원F&B,투자활동현금흐름,투자활동으로인한현금흐름,2024,13486880100
동원F&B,투자활동현금흐름,투자활동으로인한현금흐름,2025,-166395000000
동원F&B,현금의 증감,현금및현금성자산의증가,2024,-86419801201
동원F&B,현금의 증감,현금및현금성자산의증가,2025,24270796602
롯데웰푸드,Ⅰ. 매출액,매출액,2024,4044250000000
롯데웰푸드,Ⅰ. 매출액,매출액,2025,4215950000000
롯데웰푸드,Ⅱ. 매출원가,매출원가,2024,2848800000000
롯데웰푸드,Ⅱ. 매출원가,매출원가,2025,3072550000000
롯데웰푸드,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2024,1195460000000
롯데웰푸드,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2025,1143400000000
롯데웰푸드,Ⅳ. 판매비와 관리비,판매비와관리비,2024,1038360000000
롯데웰푸드,Ⅳ. 판매비와 관리비,판매비와관리비,2025,1033880000000
롯데웰푸드,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,157101000000
롯데웰푸드,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,109519000000
롯데웰푸드,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,81980260404
롯데웰푸드,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,71390131647
롯데웰푸드,① 인건비,"급여,판관비",2024,265638000000
롯데웰푸드,① 인건비,"급여,판관비",2025,261780000000
롯데웰푸드,① 인건비,"장기종업원급여,판관비",2024,9513000000
롯데웰푸드,① 인건비,"장기종업원급여,판관비",2025,12253000000
롯데웰푸드,① 인건비,"퇴직급여,판관비",2024,22095000000
롯데웰푸드,① 인건비,"퇴직급여,판관비",2025,43610000000
롯데웰푸드,② 복리후생비,"복리후생비,판관비",2024,50803000000
롯데웰푸드,② 복리후생비,"복리후생비,판관비",2025,52112000000
롯데웰푸드,② 복리후생비,"업무추진비,판관비",2024,3113000000
롯데웰푸드,② 복리후생비,"업무추진비,판관비",2025,2498000000
롯데웰푸드,② 복리후생비,"여비교통비,판관비",2024,7995000000
롯데웰푸드,② 복리후생비,"여비교통비,판관비",2025,7248000000
롯데웰푸드,② 복리후생비,"차량유지비,판관비",2024,8862000000
롯데웰푸드,② 복리후생비,"차량유지비,판관비",2025,9029000000
롯데웰푸드,③ 지급/용역수수료,"지급수수료,판관비",2024,315960000000
롯데웰푸드,③ 지급/용역수수료,"지급수수료,판관비",2025,320625000000
롯데웰푸드,③ 지급/용역수수료,"판매수수료,판관비",2024,65146000000
롯데웰푸드,③ 지급/용역수수료,"판매수수료,판관비",2025,63087000000
롯데웰푸드,④ 광고선전비,"광고선전비,판관비",2024,82824000000
롯데웰푸드,④ 광고선전비,"광고선전비,판관비",2025,57169000000
롯데웰푸드,④ 광고선전비,"판매촉진비,판관비",2024,23804000000
롯데웰푸드,④ 광고선전비,"판매촉진비,판관비",2025,16690000000
롯데웰푸드,⑤ 임차/관리비,"임차료,판관비",2024,8458000000
롯데웰푸드,⑤ 임차/관리비,"임차료,판관비",2025,8695000000
롯데웰푸드,⑤ 임차/관리비,"통신비,판관비",2024,4152000000
롯데웰푸드,⑤ 임차/관리비,"통신비,판관비",2025,3940000000
롯데웰푸드,⑥ 감가상각비,"감가상각비,판관비",2024,58629000000
롯데웰푸드,⑥ 감가상각비,"감가상각비,판관비",2025,57225000000
롯데웰푸드,⑥ 감가상각비,"무형자산상각비,판관비",2024,21877000000
롯데웰푸드,⑥ 감가상각비,"무형자산상각비,판관비",2025,21669000000
롯데웰푸드,⑦ 물류/운반비,"운반보관비,판관비",2024,44538000000
롯데웰푸드,⑦ 물류/운반비,"운반보관비,판관비",2025,48587000000
롯데웰푸드,⑨ 기타판관비,기타판매비와관리비,2024,12670000000
롯데웰푸드,⑨ 기타판관비,기타판매비와관리비,2025,11925000000
롯데웰푸드,⑨ 기타판관비,대손상각비,2024,573000000
롯데웰푸드,⑨ 기타판관비,대손상각비,2025,1769000000
롯데웰푸드,⑨ 기타판관비,"보험료,판관비",2024,4417000000
롯데웰푸드,⑨ 기타판관비,"보험료,판관비",2025,4722000000
롯데웰푸드,⑨ 기타판관비,"세금과공과,판관비",2024,9749000000
롯데웰푸드,⑨ 기타판관비,"세금과공과,판관비",2025,10753000000
롯데웰푸드,⑨ 기타판관비,"소모품비,판관비",2024,9643000000
롯데웰푸드,⑨ 기타판관비,"소모품비,판관비",2025,9590000000
롯데웰푸드,⑨ 기타판관비,"수선비,판관비",2024,7896000000
롯데웰푸드,⑨ 기타판관비,"수선비,판관비",2025,8906000000
롯데웰푸드,리스부채,리스부채,2024,61500802265
롯데웰푸드,리스부채,리스부채,2025,60740890837
롯데웰푸드,부채총계,부채총계,2024,2115350000000
롯데웰푸드,부채총계,부채총계,2025,2287270000000
롯데웰푸드,사용권자산,사용권자산,2024,75109381079
롯데웰푸드,사용권자산,사용권자산,2025,76023239593
롯데웰푸드,순운전자본+,기타유동금융자산,2024,169388000000
롯데웰푸드,순운전자본+,기타유동금융자산,2025,60447985569
롯데웰푸드,순운전자본+,매출채권및기타채권,2024,305578000000
롯데웰푸드,순운전자본+,매출채권및기타채권,2025,331387000000
롯데웰푸드,순운전자본+,현금및현금성자산,2024,322059000000
롯데웰푸드,순운전자본+,현금및현금성자산,2025,465770000000
롯데웰푸드,순운전자본-,기타유동금융부채,2024,141023000000
롯데웰푸드,순운전자본-,기타유동금융부채,2025,148365000000
롯데웰푸드,순운전자본-,매입채무및기타채무,2024,301903000000
롯데웰푸드,순운전자본-,매입채무및기타채무,2025,295504000000
롯데웰푸드,순운전자본-,사채,2024,329960000000
롯데웰푸드,순운전자본-,사채,2025,393404000000
롯데웰푸드,순운전자본-,차입금,2024,188745000000
롯데웰푸드,순운전자본-,차입금,2025,59881108302
롯데웰푸드,영업활동현금흐름,영업활동현금흐름,2024,285574000000
롯데웰푸드,영업활동현금흐름,영업활동현금흐름,2025,231103000000
롯데웰푸드,이익잉여금,이익잉여금,2024,568880000000
롯데웰푸드,이익잉여금,이익잉여금,2025,618578000000
롯데웰푸드,자본총계,자본총계,2024,2226380000000
롯데웰푸드,자본총계,자본총계,2025,2286730000000
롯데웰푸드,자산총계,자산총계,2024,4341730000000
롯데웰푸드,자산총계,자산총계,2025,4574000000000
롯데웰푸드,재고자산,재고자산,2024,567149000000
롯데웰푸드,재고자산,재고자산,2025,638595000000
롯데웰푸드,재무활동현금흐름,재무활동현금흐름,2024,-82095484368
롯데웰푸드,재무활동현금흐름,재무활동현금흐름,2025,45929543649
롯데웰푸드,투자활동현금흐름,투자활동현금흐름,2024,-385103000000
롯데웰푸드,투자활동현금흐름,투자활동현금흐름,2025,-141526000000
롯데웰푸드,현금의 증감,환율변동효과반영전현금및현금성자산의순증가,2024,-181624000000
롯데웰푸드,현금의 증감,환율변동효과반영전현금및현금성자산의순증가,2025,135507000000
롯데칠성음료,Ⅰ. 매출액,수익,2024,4024500000000
롯데칠성음료,Ⅰ. 매출액,수익,2025,3971140000000
롯데칠성음료,Ⅱ. 매출원가,매출원가,2024,2640250000000
롯데칠성음료,Ⅱ. 매출원가,매출원가,2025,2644500000000
롯데칠성음료,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2024,1384250000000
롯데칠성음료,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2025,1326650000000
롯데칠성음료,Ⅳ. 판매비와 관리비,판매비와관리비,2024,1198390000000
롯데칠성음료,Ⅳ. 판매비와 관리비,판매비와관리비,2025,1156570000000
롯데칠성음료,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,184927000000
롯데칠성음료,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,167160000000
롯데칠성음료,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,60012909167
롯데칠성음료,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,51198353335
롯데칠성음료,① 인건비,"급여,판관비",2024,261261000000
롯데칠성음료,① 인건비,"급여,판관비",2025,264546000000
롯데칠성음료,① 인건비,"상여,판관비",2024,49360000000
롯데칠성음료,① 인건비,"상여,판관비",2025,50160000000
롯데칠성음료,① 인건비,"퇴직급여,판관비",2024,28359000000
롯데칠성음료,① 인건비,"퇴직급여,판관비",2025,34484000000
롯데칠성음료,② 복리후생비,"복리후생비,판관비",2024,77659000000
롯데칠성음료,② 복리후생비,"복리후생비,판관비",2025,72830000000
롯데칠성음료,② 복리후생비,"여비교통비,판관비",2024,6800000000
롯데칠성음료,② 복리후생비,"여비교통비,판관비",2025,7399000000
롯데칠성음료,② 복리후생비,"차량유지비,판관비",2024,14700000000
롯데칠성음료,② 복리후생비,"차량유지비,판관비",2025,14389000000
롯데칠성음료,③ 지급/용역수수료,"지급수수료,판관비",2024,108294000000
롯데칠성음료,③ 지급/용역수수료,"지급수수료,판관비",2025,107304000000
롯데칠성음료,③ 지급/용역수수료,"판매수수료,판관비",2024,16420000000
롯데칠성음료,③ 지급/용역수수료,"판매수수료,판관비",2025,16815000000
롯데칠성음료,④ 광고선전비,"광고선전비,판관비",2024,161871000000
롯데칠성음료,④ 광고선전비,"광고선전비,판관비",2025,140863000000
롯데칠성음료,④ 광고선전비,"판매촉진비,판관비",2024,6906000000
롯데칠성음료,④ 광고선전비,"판매촉진비,판관비",2025,4699000000
롯데칠성음료,⑤ 임차/관리비,"수도광열비,판관비",2024,7438000000
롯데칠성음료,⑤ 임차/관리비,"수도광열비,판관비",2025,7136000000
롯데칠성음료,⑤ 임차/관리비,"임차료,판관비",2024,25620000000
롯데칠성음료,⑤ 임차/관리비,"임차료,판관비",2025,23021000000
롯데칠성음료,⑤ 임차/관리비,"통신비,판관비",2024,5675000000
롯데칠성음료,⑤ 임차/관리비,"통신비,판관비",2025,5084000000
롯데칠성음료,⑥ 감가상각비,"감가상각비,판관비",2024,81615000000
롯데칠성음료,⑥ 감가상각비,"감가상각비,판관비",2025,78090000000
롯데칠성음료,⑥ 감가상각비,"무형자산상각비,판관비",2024,13844000000
롯데칠성음료,⑥ 감가상각비,"무형자산상각비,판관비",2025,13454000000
롯데칠성음료,⑦ 물류/운반비,"운반비,판관비",2024,232220000000
롯데칠성음료,⑦ 물류/운반비,"운반비,판관비",2025,229197000000
롯데칠성음료,⑨ 기타판관비,기타판매비와관리비,2024,41149000000
롯데칠성음료,⑨ 기타판관비,기타판매비와관리비,2025,27437000000
롯데칠성음료,⑨ 기타판관비,"보험료,판관비",2024,2597000000
롯데칠성음료,⑨ 기타판관비,"보험료,판관비",2025,2454000000
롯데칠성음료,⑨ 기타판관비,"세금과공과,판관비",2024,29830000000
롯데칠성음료,⑨ 기타판관비,"세금과공과,판관비",2025,31258000000
롯데칠성음료,⑨ 기타판관비,"소모품비,판관비",2024,16458000000
롯데칠성음료,⑨ 기타판관비,"소모품비,판관비",2025,16880000000
롯데칠성음료,⑨ 기타판관비,"수선비,판관비",2024,10318000000
롯데칠성음료,⑨ 기타판관비,"수선비,판관비",2025,9066000000
롯데칠성음료,리스부채,비유동리스부채,2024,114669000000
롯데칠성음료,리스부채,비유동리스부채,2025,96500769373
롯데칠성음료,리스부채,유동리스부채,2024,33829070522
롯데칠성음료,리스부채,유동리스부채,2025,33559923357
롯데칠성음료,부채총계,부채총계,2024,2794130000000
롯데칠성음료,부채총계,부채총계,2025,2684400000000
롯데칠성음료,사용권자산,사용권자산,2024,177537000000
롯데칠성음료,사용권자산,사용권자산,2025,150074000000
롯데칠성음료,순운전자본+,기타유동금융자산,2024,12895412185
롯데칠성음료,순운전자본+,기타유동금융자산,2025,13342224132
롯데칠성음료,순운전자본+,단기금융상품,2024,14870000000
롯데칠성음료,순운전자본+,단기금융상품,2025,11845742299
롯데칠성음료,순운전자본+,매출채권및기타유동채권,2024,306387000000
롯데칠성음료,순운전자본+,매출채권및기타유동채권,2025,260079000000
롯데칠성음료,순운전자본+,현금및현금성자산,2024,177836000000
롯데칠성음료,순운전자본+,현금및현금성자산,2025,213358000000
롯데칠성음료,순운전자본-,기타유동금융부채,2024,16952879784
롯데칠성음료,순운전자본-,기타유동금융부채,2025,15833520955
롯데칠성음료,순운전자본-,매입채무및기타유동채무,2024,608023000000
롯데칠성음료,순운전자본-,매입채무및기타유동채무,2025,537413000000
롯데칠성음료,순운전자본-,유동차입금및비유동차입금,2024,643893000000
롯데칠성음료,순운전자본-,유동차입금및비유동차입금,2025,602150000000
롯데칠성음료,영업활동현금흐름,영업활동현금흐름,2024,325220000000
롯데칠성음료,영업활동현금흐름,영업활동현금흐름,2025,353619000000
롯데칠성음료,이익잉여금,이익잉여금,2024,2204500000000
롯데칠성음료,이익잉여금,이익잉여금,2025,2220330000000
롯데칠성음료,자본총계,자본총계,2024,1578400000000
롯데칠성음료,자본총계,자본총계,2025,1600300000000
롯데칠성음료,자산총계,자산총계,2024,4372530000000
롯데칠성음료,자산총계,자산총계,2025,4284700000000
롯데칠성음료,재고자산,유동재고자산,2024,534803000000
롯데칠성음료,재고자산,유동재고자산,2025,467663000000
롯데칠성음료,재무활동현금흐름,재무활동현금흐름,2024,-91699737053
롯데칠성음료,재무활동현금흐름,재무활동현금흐름,2025,-104796000000
롯데칠성음료,투자활동현금흐름,투자활동현금흐름,2024,-307120000000
롯데칠성음료,투자활동현금흐름,투자활동현금흐름,2025,-212946000000
롯데칠성음료,현금의 증감,환율변동효과반영전현금및현금성자산의순증가,2024,-73599238698
롯데칠성음료,현금의 증감,환율변동효과반영전현금및현금성자산의순증가,2025,35877307993
맘스터치,Ⅰ. 매출액,매출액,2024,417874000000
맘스터치,Ⅰ. 매출액,매출액,2025,479002000000
맘스터치,Ⅱ. 매출원가,매출원가,2024,269042000000
맘스터치,Ⅱ. 매출원가,매출원가,2025,301965000000
맘스터치,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2024,148832000000
맘스터치,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2025,177037000000
맘스터치,Ⅳ. 판매비와 관리비,판매비와관리비,2024,75391488028
맘스터치,Ⅳ. 판매비와 관리비,판매비와관리비,2025,87306401128
맘스터치,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,73440665236
맘스터치,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,89730870563
맘스터치,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,53800223638
맘스터치,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,67865874279
맘스터치,① 인건비,급여,2024,21458087000
맘스터치,① 인건비,급여,2025,25501497000
맘스터치,① 인건비,퇴직급여,2024,1092587000
맘스터치,① 인건비,퇴직급여,2025,1511524000
맘스터치,② 복리후생비,복리후생비,2024,2585143000
맘스터치,② 복리후생비,복리후생비,2025,2972106000
맘스터치,② 복리후생비,여비교통비,2024,1726899000
맘스터치,② 복리후생비,여비교통비,2025,1232823000
맘스터치,③ 지급/용역수수료,지급수수료,2024,12331298000
맘스터치,③ 지급/용역수수료,지급수수료,2025,12481979000
맘스터치,④ 광고선전비,광고선전비,2024,4407918000
맘스터치,④ 광고선전비,광고선전비,2025,8673611000
맘스터치,④ 광고선전비,판매촉진비,2024,288222000
맘스터치,④ 광고선전비,판매촉진비,2025,521461000
맘스터치,⑤ 임차/관리비,수도광열비,2024,1032873000
맘스터치,⑤ 임차/관리비,수도광열비,2025,1355860000
맘스터치,⑤ 임차/관리비,지급임차료,2024,1284259000
맘스터치,⑤ 임차/관리비,지급임차료,2025,1128642000
맘스터치,⑥ 감가상각비,감가상각비,2024,9718204000
맘스터치,⑥ 감가상각비,감가상각비,2025,11908382000
맘스터치,⑥ 감가상각비,무형자산상각비,2024,679454000
맘스터치,⑥ 감가상각비,무형자산상각비,2025,756627000
맘스터치,⑦ 물류/운반비,운반비,2024,13461054000
맘스터치,⑦ 물류/운반비,운반비,2025,13955281000
맘스터치,⑨ 기타판관비,경상연구개발비,2024,362810000
맘스터치,⑨ 기타판관비,경상연구개발비,2025,207016000
맘스터치,⑨ 기타판관비,기타,2024,3763828000
맘스터치,⑨ 기타판관비,기타,2025,3414904000
맘스터치,⑨ 기타판관비,대손상각비,2024,111404000
맘스터치,⑨ 기타판관비,대손상각비,2025,187907000
맘스터치,⑨ 기타판관비,세금과공과,2024,414523000
맘스터치,⑨ 기타판관비,세금과공과,2025,551196000
맘스터치,⑨ 기타판관비,소모품비,2024,771553000
맘스터치,⑨ 기타판관비,소모품비,2025,846395000
맘스터치,⑨ 기타판관비,주식보상비용,2024,-98628000
맘스터치,⑨ 기타판관비,주식보상비용,2025,99190000
맘스터치,부채총계,부채총계,2024,71366552555
맘스터치,부채총계,부채총계,2025,84885401572
맘스터치,순운전자본+,기타유동금융자산,2024,3939482692
맘스터치,순운전자본+,기타유동금융자산,2025,4110023085
맘스터치,순운전자본+,단기금융상품,2024,15140631122
맘스터치,순운전자본+,단기금융상품,2025,7399578082
맘스터치,순운전자본+,매출채권,2024,8556655716
맘스터치,순운전자본+,매출채권,2025,6577789067
맘스터치,순운전자본+,현금및현금성자산,2024,26011102760
맘스터치,순운전자본+,현금및현금성자산,2025,35976669601
맘스터치,순운전자본-,기타유동금융부채,2024,11324984528
맘스터치,순운전자본-,기타유동금융부채,2025,13935666605
맘스터치,순운전자본-,매입채무,2024,24973805010
맘스터치,순운전자본-,매입채무,2025,28335625826
맘스터치,영업활동현금흐름,영업활동으로인한현금흐름,2024,65215223386
맘스터치,영업활동현금흐름,영업활동으로인한현금흐름,2025,87495129872
맘스터치,이익잉여금,이익잉여금,2024,98051929622
맘스터치,이익잉여금,이익잉여금,2025,118291000000
맘스터치,자본총계,자본총계,2024,73369709941
맘스터치,자본총계,자본총계,2025,73814762261
맘스터치,자산총계,자산총계,2024,144736000000
맘스터치,자산총계,자산총계,2025,158700000000
맘스터치,재고자산,재고자산,2024,12972113237
맘스터치,재고자산,재고자산,2025,15759779719
맘스터치,재무활동현금흐름,재무활동으로인한현금흐름,2024,-36333216859
맘스터치,재무활동현금흐름,재무활동으로인한현금흐름,2025,-74381246957
맘스터치,투자활동현금흐름,투자활동으로인한현금흐름,2024,-16222036687
맘스터치,투자활동현금흐름,투자활동으로인한현금흐름,2025,-3089010303
맘스터치,현금의 증감,현금및현금성자산의증가,2024,12659969840
맘스터치,현금의 증감,현금및현금성자산의증가,2025,10024872612
매드업,Ⅰ. 매출액,매출액,2024,34988712931
매드업,Ⅰ. 매출액,매출액,2025,50234427763
매드업,Ⅱ. 매출원가,매출원가,2024,2103145256
매드업,Ⅱ. 매출원가,매출원가,2025,2986947889
매드업,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2024,32885567675
매드업,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2025,47247479874
매드업,Ⅳ. 판매비와 관리비,판매비와관리비,2024,33292913116
매드업,Ⅳ. 판매비와 관리비,판매비와관리비,2025,38702953926
매드업,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,-407345441
매드업,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,8544525948
매드업,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,-2727928778
매드업,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,7758865962
매드업,① 인건비,급여,2024,19084371000
매드업,① 인건비,급여,2025,23105641000
매드업,① 인건비,퇴직급여,2024,1610112000
매드업,① 인건비,퇴직급여,2025,1849277000
매드업,② 복리후생비,교육훈련비,2024,14855000
매드업,② 복리후생비,교육훈련비,2025,23370000
매드업,② 복리후생비,도서인쇄비,2024,8687000
매드업,② 복리후생비,도서인쇄비,2025,10305000
매드업,② 복리후생비,복리후생비,2024,2443078000
매드업,② 복리후생비,복리후생비,2025,3151942000
매드업,② 복리후생비,여비교통비,2024,335082000
매드업,② 복리후생비,여비교통비,2025,370658000
매드업,③ 지급/용역수수료,지급수수료,2024,3063675000
매드업,③ 지급/용역수수료,지급수수료,2025,3796140000
매드업,④ 광고선전비,광고선전비,2024,125624000
매드업,④ 광고선전비,광고선전비,2025,245527000
매드업,⑤ 임차/관리비,건물관리비,2024,461299000
매드업,⑤ 임차/관리비,건물관리비,2025,475138000
매드업,⑤ 임차/관리비,수도광열비,2024,1872000
매드업,⑤ 임차/관리비,수도광열비,2025,2178000
매드업,⑤ 임차/관리비,지급임차료,2024,19764000
매드업,⑤ 임차/관리비,지급임차료,2025,55746000
매드업,⑥ 감가상각비,감가상각비,2024,2110274000
매드업,⑥ 감가상각비,감가상각비,2025,2439828000
매드업,⑥ 감가상각비,무형자산상각비,2024,31666000
매드업,⑥ 감가상각비,무형자산상각비,2025,30735000
매드업,⑦ 물류/운반비,운반비,2024,524618000
매드업,⑦ 물류/운반비,운반비,2025,453096000
매드업,⑦ 물류/운반비,포장비,2024,180244000
매드업,⑦ 물류/운반비,포장비,2025,139388000
매드업,⑨ 기타판관비,대손상각비,2024,20219000
매드업,⑨ 기타판관비,대손상각비,2025,137184000
매드업,⑨ 기타판관비,보험료,2024,180608000
매드업,⑨ 기타판관비,보험료,2025,217235000
매드업,⑨ 기타판관비,세금과공과금,2024,695260000
매드업,⑨ 기타판관비,세금과공과금,2025,909764000
매드업,⑨ 기타판관비,소모품비,2024,126383000
매드업,⑨ 기타판관비,소모품비,2025,174645000
매드업,⑨ 기타판관비,접대비,2024,42172000
매드업,⑨ 기타판관비,접대비,2025,44483000
매드업,⑨ 기타판관비,주식보상비용,2024,2179494000
매드업,⑨ 기타판관비,주식보상비용,2025,1038827000
매드업,⑨ 기타판관비,통신비,2024,26876000
매드업,⑨ 기타판관비,통신비,2025,25089000
매드업,⑨ 기타판관비,회의비,2024,6680000
매드업,⑨ 기타판관비,회의비,2025,6758000
매드업,부채총계,부채총계,2024,83581660890
매드업,부채총계,부채총계,2025,53754213576
매드업,순운전자본+,단기금융상품,2024,1700000000
매드업,순운전자본+,단기금융상품,2025,1700000000
매드업,순운전자본+,당기손익-공정가치금융자산,2024,2076600000
매드업,순운전자본+,당기손익-공정가치금융자산,2025,0
매드업,순운전자본+,매출채권및기타채권,2024,35078338954
매드업,순운전자본+,매출채권및기타채권,2025,48238416643
매드업,순운전자본+,현금및현금성자산,2024,17659482880
매드업,순운전자본+,현금및현금성자산,2025,25548911387
매드업,순운전자본-,기타유동금융부채,2024,16684536683
매드업,순운전자본-,기타유동금융부채,2025,735884979
매드업,순운전자본-,단기차입금,2024,6400000000
매드업,순운전자본-,단기차입금,2025,6400000000
매드업,순운전자본-,매입채무및기타채무,2024,35996116529
매드업,순운전자본-,매입채무및기타채무,2025,45137306752
매드업,영업활동현금흐름,영업활동으로인한현금흐름,2024,51396669
매드업,영업활동현금흐름,영업활동으로인한현금흐름,2025,9113686371
매드업,이익잉여금,이익잉여금,2024,-35638515211
매드업,이익잉여금,이익잉여금,2025,22914292957
매드업,자본총계,자본총계,2024,-15766316913
매드업,자본총계,자본총계,2025,34410297643
매드업,자산총계,자산총계,2024,67815343977
매드업,자산총계,자산총계,2025,88164511219
매드업,재고자산,재고자산,2024,862870604
매드업,재고자산,재고자산,2025,681585416
매드업,재무활동현금흐름,재무활동으로인한현금흐름,2024,-1644660021
매드업,재무활동현금흐름,재무활동으로인한현금흐름,2025,-1997437359
매드업,투자활동현금흐름,투자활동으로인한현금흐름,2024,1653419373
매드업,투자활동현금흐름,투자활동으로인한현금흐름,2025,886012860
매드업,현금의 증감,현금및현금성자산의순증가,2024,60156021
매드업,현금의 증감,현금및현금성자산의순증가,2025,8002261872
매스프레소,Ⅰ. 매출액,영업수익,2024,18658211573
매스프레소,Ⅰ. 매출액,영업수익,2025,16435768206
매스프레소,Ⅳ. 판매비와 관리비,영업비용,2024,34015719768
매스프레소,Ⅳ. 판매비와 관리비,영업비용,2025,27523315683
매스프레소,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,-15357508195
매스프레소,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,-11087547477
매스프레소,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,-16241670991
매스프레소,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,-9577165951
매스프레소,① 인건비,급여및상여,2024,10132922
매스프레소,① 인건비,급여및상여,2025,6580757
매스프레소,① 인건비,퇴직급여,2024,904019
매스프레소,① 인건비,퇴직급여,2025,672218
매스프레소,② 복리후생비,복리후생비,2024,1911795
매스프레소,② 복리후생비,복리후생비,2025,1162480
매스프레소,③ 지급/용역수수료,외주용역비,2024,7407829
매스프레소,③ 지급/용역수수료,외주용역비,2025,6724459
매스프레소,③ 지급/용역수수료,지급수수료,2024,5495955
매스프레소,③ 지급/용역수수료,지급수수료,2025,5009178
매스프레소,④ 광고선전비,광고선전비,2024,3374866
매스프레소,④ 광고선전비,광고선전비,2025,3579152
매스프레소,⑤ 임차/관리비,임차료,2024,2088271
매스프레소,⑤ 임차/관리비,임차료,2025,1162796
매스프레소,⑥ 감가상각비,감가상각비,2024,11558
매스프레소,⑥ 감가상각비,감가상각비,2025,23657
매스프레소,⑥ 감가상각비,무형자산상각비,2024,16875
매스프레소,⑥ 감가상각비,무형자산상각비,2025,19988
매스프레소,⑨ 기타판관비,기타,2024,2200531
매스프레소,⑨ 기타판관비,기타,2025,2196911
매스프레소,⑨ 기타판관비,상품매입비등,2024,136083
매스프레소,⑨ 기타판관비,상품매입비등,2025,64052
매스프레소,⑨ 기타판관비,연구개발비,2024,336350
매스프레소,⑨ 기타판관비,연구개발비,2025,330449
매스프레소,⑨ 기타판관비,포인트비용,2024,-1334000
매스프레소,⑨ 기타판관비,포인트비용,2025,-2781000
매스프레소,부채총계,부채총계,2024,11297115340
매스프레소,부채총계,부채총계,2025,11016651427
매스프레소,순운전자본+,단기금융상품,2024,1500000000
매스프레소,순운전자본+,단기금융상품,2025,300000000
매스프레소,순운전자본+,대손충당금,2025,-641680317
